,ProductID,Description,Name,Type,Color,Size,Image
1191,502.829.45,Protects the table top surface and reduces noise from glasses and mugs.,IKEA 365+,Coaster,Cork,9 cm,images/objects/502.829.45.jpg
1192,402.816.54,Protects the table top surface and reduces noise from plates and cutlery.,AVSKILD,Place mat,Cork,42x32 cm,images/objects/402.816.54.jpg
1193,591.278.08,You sit comfortably thanks to the restful flexibility of the scooped seat and shaped back.,LEIFARNE,Chair,"White,ernfrid birch",Not known,images/chair/591.278.08.jpg
1194,990.403.42,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",SLHULT,Table,"White,dalshult birch",185x90 cm,images/dining table/990.403.42.jpg
1195,990.403.42,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",SLHULT,Table,"White,dalshult birch",185x90 cm,images/dining table/990.403.42.jpg
1196,902.535.35,Gives the right seat height for the child at the dining table.,AGAM,Junior chair,White,Not known,images/chair/902.535.35.jpg
1197,202.816.31,"You can easily move the trolley wherever you like, as the castors move freely in any direction.",RISATORP,Trolley,White,57x39x86 cm,images/objects/202.816.31.jpg
1198,502.783.59,Also suitable for hot drinks.,IKEA 365+,Glass,Clear glass,20 cl,images/objects/502.783.59.jpg
1199,702.135.93,Solid wood has a natural feel.,HEMNES,Glass-door cabinet with 3 drawers,White stain,90x197 cm,images/objects/702.135.93.jpg
1200,802.214.27,Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.,INGATORP,Drop-leaf table,Black-brown,"59,88,117x78 cm",images/dining table/802.214.27.jpg
1201,802.214.27,Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.,INGATORP,Drop-leaf table,Black-brown,"59,88,117x78 cm",images/dining table/802.214.27.jpg
1202,602.384.19,Motif created by Elle D.,OLUNDA,Picture,Dancing alliums,52x72 cm,images/objects/602.384.19.jpg
1203,990.004.83,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",TREND,Table,Black,110x67 cm,images/dining table/990.004.83.jpg
1204,990.004.83,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",TREND,Table,Black,110x67 cm,images/dining table/990.004.83.jpg
1205,402.279.02,Easy to vacuum thanks to its flat surface.,LAPPLJUNG RUTA,"Rug, low pile","White,black",200x200 cm,images/objects/402.279.02.jpg
1206,599.026.58,"Tempered glass and metal are durable materials that provide an open, airy feel.",VITTSJ,Storage combination,"Black-brown,glass",151x175 cm,images/objects/599.026.58.jpg
1207,802.175.24,Becomes a practical shelf for small things when folded down.,BJURSTA,Wall-mounted drop-leaf table,Brown-black,90x50 cm,images/dining table/802.175.24.jpg
1208,802.175.24,Becomes a practical shelf for small things when folded down.,BJURSTA,Wall-mounted drop-leaf table,Brown-black,90x50 cm,images/dining table/802.175.24.jpg
1209,101.150.67,"You can fold the chair, so it takes less space when you're not using it.",NISSE,Folding chair,"High-gloss white,chrome-plated",Not known,images/chair/101.150.67.jpg
1210,101.696.92,You can easily direct the light where you want it because the lamp arm is adjustable.,TIVED,"LED wall,clamp spotlight",Nickel-plated,Not known,images/objects/101.696.92.jpg
1211,990.062.82,10 year guarantee. Read about the terms in the guarantee brochure.,BEKANT,Conference table,White,140x140 cm,images/dining table/990.062.82.jpg
1212,990.062.82,10 year guarantee. Read about the terms in the guarantee brochure.,BEKANT,Conference table,White,140x140 cm,images/dining table/990.062.82.jpg
1213,003.146.56,"Handwoven by skilled craftspeople, each one is unique. Made in India in organised weaving centres with good working conditions and fair wages.",RASKMLLE,"Rug, flatwoven",Handmade black,170x240 cm,images/objects/003.146.56.jpg
1214,799.019.69,The various sections of the seating series can be connected together in different combinations or used separately.,SDERHAMN,Three-seat sofa,Samsta dark grey,Not known,images/couch/799.019.69.jpg
1215,799.019.69,The various sections of the seating series can be connected together in different combinations or used separately.,SDERHAMN,Three-seat sofa,Samsta dark grey,Not known,images/couch/799.019.69.jpg
1216,302.865.67,Gives both directed and diffused light.,SAMTID,"Floor,reading lamp","Nickel-plated,white",Not known,images/objects/302.865.67.jpg
1217,302.837.81,The high pile dampens sound and provides a soft surface to walk on.,GSER,"Rug, high pile",Off-white,170x240 cm,images/objects/302.837.81.jpg
1218,401.980.23,"Perfect for pens, note pads and business cards.",KVISSLE,"Box with lid, set of 4","Cork,white",Not known,images/objects/401.980.23.jpg
1219,202.920.07,Easy to pull out and lift as the magazine file has a handle.,FJLLA,Magazine file,Off-white,Not known,images/objects/202.920.07.jpg
1220,802.699.52,"Suitable for papers, photos and other keepsakes.",FJLLA,Box with lid,Off-white,27x36x20 cm,images/objects/802.699.52.jpg
1221,502.589.50,"Made of feldspar porcelain, which makes the bowl impact resistant and durable.",IKEA 365+,Bowl,Rounded sides white,13 cm,images/objects/502.589.50.jpg
1222,902.797.24,"Made of tempered glass, which makes the mug durable and extra resistant to impact.",IKEA 365+,Mug,Clear glass,36 cl,images/objects/902.797.24.jpg
1223,302.829.46,Protects the table top surface and reduces noise from glasses and mugs.,IKEA 365+,Coaster,Cork,10 cm,images/objects/302.829.46.jpg
1224,002.134.88,A plastic inner pot makes the plant pot waterproof.,RGKORN,Plant pot,Rattan,24 cm,images/plant_pot/002.134.88.jpg
1225,202.753.38,Durable and hard-wearing; meets the requirements on furniture for public use.,NORRKER,Table,White birch,74x74 cm,images/dining table/202.753.38.jpg
1226,202.753.38,Durable and hard-wearing; meets the requirements on furniture for public use.,NORRKER,Table,White birch,74x74 cm,images/dining table/202.753.38.jpg
1227,602.054.33,"Hinges are sold separately. VEDDINGE white is a smooth, sleek door that brings a bright and modern expression to your kitchen.",VEDDINGE,Door,White,40x60 cm,images/objects/602.054.33.jpg
1228,202.222.60,"You can choose between white and black knobs, to suit the style of your kitchen.",ULVSBO,Knob,White,Not known,images/objects/202.222.60.jpg
1229,102.746.31,25 year guarantee. Read about the terms in the guarantee brochure.,GOTTSKR,"Worktop, double-sided","White,black with white edge",186x1.8 cm,images/objects/102.746.31.jpg
1230,201.521.96,Ideal for your basic everyday cooking.,LAGAN OV3,Oven,White,Not known,images/objects/201.521.96.jpg
1231,402.804.90,"The rug is hard-wearing and durable because its made of sisal, a natural fibre taken from the agave plant.",OSTED,"Rug, flatwoven",Natural,80x240 cm,images/objects/402.804.90.jpg
1232,302.020.92,Saves space on the worktop.,GRUNDTAL,Rail,Stainless steel,59 cm,images/objects/302.020.92.jpg
1233,302.329.56,"Made of enamelled steel, which is durable, easy to clean and conducts heat quickly and evenly, making it easy for you to control the temperature.",KASTRULL,Pot with lid,Green,3 l,images/objects/302.329.56.jpg
1234,002.784.65,Kind to pots and pans with non-stick coating.,RRT,Fork,Beech,Not known,images/objects/002.784.65.jpg
1235,102.783.56,Also suitable for hot drinks.,IKEA 365+,Glass,Clear glass,18 cl,images/objects/102.783.56.jpg
1236,702.943.39,Easy to assemble as each leg has only one fitting.,LISABO,Table,Ash veneer,140x78 cm,images/dining table/702.943.39.jpg
1237,702.943.39,Easy to assemble as each leg has only one fitting.,LISABO,Table,Ash veneer,140x78 cm,images/dining table/702.943.39.jpg
1238,402.288.12,You sit comfortably thanks to the shaped back.,IDOLF,Chair,White,Not known,images/chair/402.288.12.jpg
1239,902.078.07,Diffused light that provides good general light in the room.,KVARTR,Pendant lamp,Not known,Not known,images/objects/902.078.07.jpg
1240,402.347.90,"The dinnerwares simple, functional design is easy to coordinate with other colours and shapes - and makes FRGRIK the perfect base for many types of meals.",FRGRIK,Plate,Turquoise,27 cm,images/objects/402.347.90.jpg
1241,201.375.73,"The lid is formed with room for a child's nose so it is comfortable to drink from, without leaning the head back.",SMASKA,Training beaker,Not known,Not known,images/objects/201.375.73.jpg
1242,701.550.17,Gives a soft mood light.,FILLSTA,Table lamp,White,Not known,images/objects/701.550.17.jpg
1243,190.117.77,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",MELLTORP,Table,White,125x75 cm,images/dining table/190.117.77.jpg
1244,190.117.77,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",MELLTORP,Table,White,125x75 cm,images/dining table/190.117.77.jpg
1245,001.652.13,Gives the right seat height for the child at the dining table.,URBAN,Junior chair,White,Not known,images/chair/001.652.13.jpg
1246,002.632.80,This lamp gives a pleasant light for dining and spreads a good directed light across your dining or bar table.,LVNGEN,Pendant lamp,White,Not known,images/objects/002.632.80.jpg
1247,002.422.78,With a glass-door cabinet you can show off as well as protect your glassware or your favourite collection.,FABRIKR,Glass-door cabinet,Dark grey,57x150 cm,images/objects/002.422.78.jpg
1248,590.335.55,Extra wide and deep armchair with plenty of room for you to sit and relax comfortably.,STOCKSUND,Armchair,"Nolhaga dark grey,black,wood",Not known,images/chair/590.335.55.jpg
1249,902.621.39,The zipper makes the cover easy to remove.,RAGNBORG,Cushion cover,Grey,40x65 cm,images/objects/902.621.39.jpg
1250,701.162.62,2 extension leaves included.,BJURSTA,Extendable table,Brown-black,"175,218,260x95 cm",images/dining table/701.162.62.jpg
1251,701.162.62,2 extension leaves included.,BJURSTA,Extendable table,Brown-black,"175,218,260x95 cm",images/dining table/701.162.62.jpg
1252,902.868.47,Solid pine is a natural material which ages beautifully and gains its own unique character over time.,NORNS,Bench,Pine,138 cm,images/objects/902.868.47.jpg
1253,702.535.41,Gives the right seat height for the child at the dining table.,AGAM,Junior chair,Black,Not known,images/chair/702.535.41.jpg
1254,302.809.47,"Untreated solid pine is a durable natural material that can be painted, oiled or stained according to preference.",NORNS,Glass-door cabinet with 2 doors,"Pine,grey",65x166 cm,images/objects/302.809.47.jpg
1255,602.290.33,"Handwoven by skilled craftspeople, each one is unique. Made in India in organised weaving centres with good working conditions and fair wages.",STOCKHOLM,"Rug, flatwoven","Handmade,chequered brown",250x350 cm,images/objects/602.290.33.jpg
1256,102.224.06,Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.,INGATORP,Drop-leaf table,White,"59,88,117x78 cm",images/dining table/102.224.06.jpg
1257,102.224.06,Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.,INGATORP,Drop-leaf table,White,"59,88,117x78 cm",images/dining table/102.224.06.jpg
1258,202.493.30,"Solid wood is a hardwearing natural material, which can be sanded and surface treated as required.",ODDVAR,Stool,Pine,Not known,images/objects/202.493.30.jpg
1259,191.278.10,You sit comfortably thanks to the restful flexibility of the scooped seat and shaped back.,SVENBERTIL,Chair,"Birch,broringe chrome-plated",Not known,images/chair/191.278.10.jpg
1260,002.908.15,Durable and hard-wearing; meets the requirements on furniture for public use.,NORRKER,Table,White birch,125x74 cm,images/dining table/002.908.15.jpg
1261,002.908.15,Durable and hard-wearing; meets the requirements on furniture for public use.,NORRKER,Table,White birch,125x74 cm,images/dining table/002.908.15.jpg
1262,202.684.65,Cable outlet for easy cable management.,IKEA PS 2014,Standing laptop station,White,Not known,images/objects/202.684.65.jpg
1263,591.249.99,"Big or small, colourful or neutral. The sofa comes in many shapes, styles and sizes so that you can easily find the one that suits you and your family best.",NORSBORG,Two-seat sofa with chaise longue,"Finnsta white,birch",Not known,images/couch/591.249.99.jpg
1264,591.249.99,"Big or small, colourful or neutral. The sofa comes in many shapes, styles and sizes so that you can easily find the one that suits you and your family best.",NORSBORG,Two-seat sofa with chaise longue,"Finnsta white,birch",Not known,images/couch/591.249.99.jpg
1265,202.959.30,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",TINGBY,Side table on castors,White,50x50 cm,images/dining table/202.959.30.jpg
1266,202.959.30,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",TINGBY,Side table on castors,White,50x50 cm,images/dining table/202.959.30.jpg
1267,790.575.26,"You can choose to use either the soft-closing or push-open function. The push-opener lets you open the doors with just a light push, while the soft-closing hinges makes sure they close silently and softly.",BEST,Storage combination with doors,Lappviken white,120x40x192 cm,images/objects/790.575.26.jpg
1268,002.852.58,"The rug is hard-wearing and durable because its made of sisal, a natural fibre taken from the agave plant.",SATTRUP,"Rug, flatwoven",Natural,180x224 cm,images/objects/002.852.58.jpg
1269,301.969.44,"Linen gives the fabric a natural, irregular texture and makes it feel firm to the touch.",AINA,Fabric,Natural colour,150 cm,images/objects/301.969.44.jpg
1270,702.589.49,"Made of feldspar porcelain, which makes the plate impact resistant and durable.",IKEA 365+,Plate,White,27 cm,images/objects/702.589.49.jpg
1271,502.856.42,Motif created by Clara Wells.,BILD,Poster,Bird life,61x91 cm,images/objects/502.856.42.jpg
1272,203.033.03,You can choose to frame your picture in different ways; close to the front or behind the box frame insert to add depth. And with or without the accompanying mount.,MOSSEBO,Frame,White stained oak effect,61x91 cm,images/objects/203.033.03.jpg
1273,400.636.32,"A round table, with soft edges, gives a relaxed impression in a room.",DOCKSTA,Table,White,105 cm,images/dining table/400.636.32.jpg
1274,400.636.32,"A round table, with soft edges, gives a relaxed impression in a room.",DOCKSTA,Table,White,105 cm,images/dining table/400.636.32.jpg
1275,403.034.39,"Tempered glass and metal are durable materials that provide an open, airy feel.",VITTSJ,Shelving unit,"White,glass",100x175 cm,images/objects/403.034.39.jpg
1276,691.249.46,"Big or small, colourful or neutral. The sofa comes in many shapes, styles and sizes so that you can easily find the one that suits you and your family best.",NORSBORG,Three-seat sofa,"Finnsta white,birch",Not known,images/couch/691.249.46.jpg
1277,691.249.46,"Big or small, colourful or neutral. The sofa comes in many shapes, styles and sizes so that you can easily find the one that suits you and your family best.",NORSBORG,Three-seat sofa,"Finnsta white,birch",Not known,images/couch/691.249.46.jpg
1278,803.034.37,"Tempered glass and metal are durable materials that provide an open, airy feel.",VITTSJ,Shelving unit,"White,glass",51x175 cm,images/objects/803.034.37.jpg
1279,302.703.16,"The rug is hard-wearing and durable because its made of sisal, a natural fibre taken from the agave plant.",OSTED,"Rug, flatwoven",Natural,133x195 cm,images/objects/302.703.16.jpg
1280,102.590.70,The zipper makes the cover easy to remove.,KERMADD,Cushion cover,"Green,blue",40x65 cm,images/objects/102.590.70.jpg
1281,702.857.78,"Will help your plant to thrive, even if you can't water regularly.",STCITRON,Self-watering plant pot,"In,outdoor,white",29x11 cm,images/plant_pot/702.857.78.jpg
1282,101.419.76,Polyurethane foam provides great comfort and long-lasting support.,BERTIL,Chair pad,Grey,33 cm,images/objects/101.419.76.jpg
1283,302.836.77,"Durable, stain resistant and easy to care for since the rug is made of synthetic fibres.",VRBY,"Rug, low pile","Grey,white",160x230 cm,images/objects/302.836.77.jpg
1284,242.862.05,"The stool can be stacked, so you can keep several on hand and store them on the same space as one.",FROSTA,Stool,Birch plywood,Not known,images/objects/242.862.05.jpg
1285,301.221.99,Mouth blown; each vase has been shaped by a skilled craftsman.,BLADET,Vase,Clear glass,45 cm,images/objects/301.221.99.jpg
1286,902.816.18,"This basket makes it easy to access and get an overview of your fruit and vegetables, and is decorative to display.",RISATORP,Basket,White,25x26x18 cm,images/objects/902.816.18.jpg
1287,302.816.97,25 year guarantee. Read about the terms in the guarantee brochure.,SKRALID,Leg frame,Birch,80x37x28 cm,images/objects/302.816.97.jpg
1288,202.848.04,"These white knobs are easy to grip with your fingers and smooth to the touch, while giving a traditional look to your kitchen.",ERIKSDAL,Knob,White,24 mm,images/objects/202.848.04.jpg
1289,402.054.29,"Hinges are sold separately. VEDDINGE white is a smooth, sleek door that brings a bright and modern expression to your kitchen.",VEDDINGE,Door,White,40x100 cm,images/objects/402.054.29.jpg
1290,802.335.38,10 year guarantee. Read about the terms in the guarantee brochure.,TUTEMO,Open cabinet,"White,grey",40x37x40 cm,images/objects/802.335.38.jpg
1291,102.461.72,Stands steady on uneven floors because they are adjustable between 28-29 cm.,LIMHAMN,Supporting leg,Stainless steel,28x35 cm,images/objects/102.461.72.jpg
1292,301.316.55,"The dinnerwares simple, functional design is easy to coordinate with other colours and shapes - and makes FRGRIK the perfect base for many types of meals.",FRGRIK,Bowl,"White,stoneware",16 cm,images/objects/301.316.55.jpg
1293,102.347.82,"The dinnerwares simple, functional design is easy to coordinate with other colours and shapes - and makes FRGRIK the perfect base for many types of meals.",FRGRIK,Side plate,Turquoise,21 cm,images/objects/102.347.82.jpg
1294,701.866.55,The shape and height of the pot make it suitable for orchids.,PAPAJA,Plant pot,White,12x19 cm,images/plant_pot/701.866.55.jpg
1295,799.296.47,As the bracket covers the edge of the shelf; you can cut the shelf without the cut edge showing.,"EKBY JRPEN,EKBY BJRNUM",Wall shelf,"White,aluminium",119x28 cm,images/objects/799.296.47.jpg
1296,202.783.51,"Made of feldspar porcelain, which makes the bowl impact resistant and durable.",IKEA 365+,Bowl,Rounded sides white,16 cm,images/objects/202.783.51.jpg
1297,902.975.63,The curtains let the daylight through but provide privacy so they are perfect to use in a layered window solution.,VIVAN,"Curtains, 1 pair",Beige,145x300 cm,images/objects/902.975.63.jpg
1298,790.403.38,"Theres a natural and living feeling of wood, as knots and other marks remain on the surface.",RYGGESTAD,Table,"Black,karpalund black",170x78 cm,images/dining table/790.403.38.jpg
1299,790.403.38,"Theres a natural and living feeling of wood, as knots and other marks remain on the surface.",RYGGESTAD,Table,"Black,karpalund black",170x78 cm,images/dining table/790.403.38.jpg
1300,802.340.19,Each piece of furniture is unique as it is handmade.,LMSTA,Chair,"Rattan,black",Not known,images/chair/802.340.19.jpg
1301,301.982.93,Ideal in your living room or under your dining table since the flat-woven surface makes it easy to pull out the chairs and vacuum.,MORUM,"Rug, flatwoven","In,outdoor dark grey",200x300 cm,images/objects/301.982.93.jpg
1302,302.135.52,Tight-fitting stopper that prevents leakage.,KORKEN,Bottle with stopper,Clear glass,1 l,images/objects/302.135.52.jpg
1303,902.135.87,Solid wood has a natural feel.,HEMNES,Glass-door cabinet,White stain,90x197 cm,images/objects/902.135.87.jpg
1304,302.171.21,"Yarn-dyed fabric; the pattern is visible on both sides; looks good from the back, too.",BERTA RUTA,Fabric,"Big check,beige",150 cm,images/objects/302.171.21.jpg
1305,001.522.82,Solid wood is a hardwearing natural material.,INGOLF,Stool,White,Not known,images/objects/001.522.82.jpg
1306,202.134.87,A plastic inner pot makes the plant pot waterproof.,RGKORN,Plant pot,Rattan,32 cm,images/plant_pot/202.134.87.jpg
1307,302.271.15,Solid wood has a natural feel.,HEMNES,"Cabinet with panel,glass-door",White stain,90x197 cm,images/objects/302.271.15.jpg
1308,003.188.81,Two functions in one - sofa in the day and bed at night.,FYRESDAL,Day-bed frame,Black,80x200 cm,images/objects/003.188.81.jpg
1309,003.188.81,Two functions in one - sofa in the day and bed at night.,FYRESDAL,Day-bed frame,Black,80x200 cm,images/objects/003.188.81.jpg
1310,202.422.77,With a glass-door cabinet you can show off as well as protect your glassware or your favourite collection.,FABRIKR,Glass-door cabinet,Beige,57x150 cm,images/objects/202.422.77.jpg
1311,202.998.29,"The round shape gives you a generous table top for trays, coffee or tea services. And the neat dimensions make the table easy to place in the room.",KRAGSTA,"Nest of tables, set of 2",White,Not known,images/dining table/202.998.29.jpg
1312,202.998.29,"The round shape gives you a generous table top for trays, coffee or tea services. And the neat dimensions make the table easy to place in the room.",KRAGSTA,"Nest of tables, set of 2",White,Not known,images/dining table/202.998.29.jpg
1313,402.590.64,"The cushion cover is made of ramie, a hard-wearing natural material with a slightly irregular texture.",VIGDIS,Cushion cover,White,50x50 cm,images/objects/402.590.64.jpg
1314,303.170.26,"The cushion cover is made of ramie, a hard-wearing natural material with a slightly irregular texture.",URSULA,Cushion cover,Grey,65x65 cm,images/objects/303.170.26.jpg
1315,102.892.27,"Simple yet timeless tableware with a traditional style, soft, round shapes and attention to detail that frames the food on your table well.",VARDAGEN,Bowl,Off-white,12 cm,images/objects/102.892.27.jpg
1316,102.919.23,"Slim carafe with a practical lid, ideal for storing in the fridge door.",VARDAGEN,Carafe with lid,Clear glass,0.5 l,images/objects/102.919.23.jpg
1317,590.403.44,The clear-lacquered surface is easy to wipe clean.,VSTANBY,Table,"Dark brown,vstan dark brown",170x78 cm,images/dining table/590.403.44.jpg
1318,590.403.44,The clear-lacquered surface is easy to wipe clean.,VSTANBY,Table,"Dark brown,vstan dark brown",170x78 cm,images/dining table/590.403.44.jpg
1319,001.530.69,You sit comfortably thanks to the restful flexibility of the seat.,BERNHARD,Chair,"Chrome-plated,mjuk white",Not known,images/chair/001.530.69.jpg
1320,502.793.73,Shade is sold separately.,SEKOND,Cord set,Black textile,1.8 m,images/objects/502.793.73.jpg
1321,402.605.19,Ideal in your living room or under your dining table since the flat-woven surface makes it easy to pull out the chairs and vacuum.,LAPPLJUNG RUTA,"Rug, low pile","White,black",200x300 cm,images/objects/402.605.19.jpg
1322,402.608.35,"Wood is a natural living material, and variations in the grain, colour and texture makes each piece of wood furniture unique.",REGISSR,Glass-door cabinet,Brown,78x203 cm,images/objects/402.608.35.jpg
1323,200.780.50,You can place the motif on the front or back of the extra deep frame.,RIBBA,Frame,Black,50x50 cm,images/objects/200.780.50.jpg
1324,502.950.47,Create your own personalised pendant or floor lamp by combining the lamp shade with your choice of cord set or base.,SUNNEMO,Lamp shade,"Dark brown,gold-colour",45 cm,images/objects/502.950.47.jpg
1325,202.214.25,Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.,INGATORP,Drop-leaf table,Antique stain,"59,88,117x78 cm",images/dining table/202.214.25.jpg
1326,202.214.25,Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.,INGATORP,Drop-leaf table,Antique stain,"59,88,117x78 cm",images/dining table/202.214.25.jpg
1327,400.441.96,Solid pine is a natural material which ages beautifully and gains its own unique character over time.,KAUSTBY,Chair,Antique stain,Not known,images/chair/400.441.96.jpg
1328,390.477.04,Solid wood is a durable natural material.,"EKBY HEMNES,EKBY HLL",Wall shelf,"Black-brown,black",79x19 cm,images/objects/390.477.04.jpg
1329,901.551.58,The mount enhances the picture and makes framing easy.,VIRSERUM,Frame,White,13x18 cm,images/objects/901.551.58.jpg
1330,702.632.72,"Creates a soft, cosy mood light in your room.",LVNGEN,Table lamp,White,Not known,images/objects/702.632.72.jpg
1331,102.587.68,"The serving stand is a festive way to serve for example pastries, cheese or fruit.",GARNERA,"Serving stand, two tiers",White,Not known,images/objects/102.587.68.jpg
1332,202.329.52,"Made of enamelled steel, which is durable, easy to clean and conducts heat quickly and evenly, making it easy for you to control the temperature.",KASTRULL,Saucepan with lid,Green,1.5 l,images/objects/202.329.52.jpg
1333,290.486.62,"Cover made of durable cotton with a fine, smooth texture.",HOLMSUND,Three-seat sofa-bed,Ransta white,Not known,images/couch/290.486.62.jpg
1334,290.486.62,"Cover made of durable cotton with a fine, smooth texture.",HOLMSUND,Three-seat sofa-bed,Ransta white,Not known,images/couch/290.486.62.jpg
1335,290.486.62,"Cover made of durable cotton with a fine, smooth texture.",HOLMSUND,Three-seat sofa-bed,Ransta white,Not known,images/couch/290.486.62.jpg
1336,002.829.57,Feels soft against your skin and retains its vivid colours for a long time since the yarn is dyed before weaving.,SNRJMRA,Quilt cover and 2 pillowcases,"Check,green","150x200,50x80 cm",images/couch/002.829.57.jpg
1337,002.829.57,Feels soft against your skin and retains its vivid colours for a long time since the yarn is dyed before weaving.,SNRJMRA,Quilt cover and 2 pillowcases,"Check,green","150x200,50x80 cm",images/couch/002.829.57.jpg
1338,101.561.09,Suitable for both indoor and outdoor use.,BORRBY,Lantern for block candle,"In,outdoor black",28 cm,images/objects/101.561.09.jpg
1339,303.050.52,Durable and hard-wearing; meets the requirements on furniture for public use.,NORRKER,Bar table,White birch,74x74 cm,images/dining table/303.050.52.jpg
1340,303.050.52,Durable and hard-wearing; meets the requirements on furniture for public use.,NORRKER,Bar table,White birch,74x74 cm,images/dining table/303.050.52.jpg
1341,691.292.32,"Seat cushions filled with high resilience foam and polyester fibre wadding give comfortable support for your body, and easily regain their shape when you get up.",EKTORP,Three-seat sofa,Nordvalla dark grey,Not known,images/couch/691.292.32.jpg
1342,691.292.32,"Seat cushions filled with high resilience foam and polyester fibre wadding give comfortable support for your body, and easily regain their shape when you get up.",EKTORP,Three-seat sofa,Nordvalla dark grey,Not known,images/couch/691.292.32.jpg
1343,802.622.53,"The round shape gives you a generous table top for trays, coffee or tea services. And the neat dimensions make the table easy to place in the room.",KRAGSTA,Coffee table,Black,90 cm,images/dining table/802.622.53.jpg
1344,802.622.53,"The round shape gives you a generous table top for trays, coffee or tea services. And the neat dimensions make the table easy to place in the room.",KRAGSTA,Coffee table,Black,90 cm,images/dining table/802.622.53.jpg
1345,199.296.45,As the bracket covers the edge of the shelf; you can cut the shelf without the cut edge showing.,"EKBY JRPEN,EKBY BJRNUM",Wall shelf,"Birch veneer,aluminium",119x28 cm,images/objects/199.296.45.jpg
1346,002.019.04,"For a longer rail, connect two FINTORP rails together using only one bracket.",FINTORP,Rail,Black,79 cm,images/objects/002.019.04.jpg
1347,003.232.98,"Handwoven by skilled craftspeople, each one is unique. Made in India in organised weaving centres with good working conditions and fair wages.",KATTRUP,"Rug, flatwoven",Handmade grey,170x240 cm,images/objects/003.232.98.jpg
1348,303.201.37,"The cushion cover is made of ramie, a hard-wearing natural material with a slightly irregular texture.",VIGDIS,Cushion cover,Dark grey,50x50 cm,images/objects/303.201.37.jpg
1349,202.617.32,"The cushion cover is made of ramie, a hard-wearing natural material with a slightly irregular texture.",VIGDIS,Cushion cover,Beige,50x50 cm,images/objects/202.617.32.jpg
1350,702.923.59,"Perfect for storing somewhat larger things like tools and gardening tools, as the box is sturdy.",KNAGGLIG,Box,Pine,46x31x25 cm,images/objects/702.923.59.jpg
1351,402.893.44,Simple yet timeless tableware with a traditional style and soft round shapes with attention to details.,VARDAGEN,Teapot,Off-white,1.2 l,images/objects/402.893.44.jpg
1352,402.919.26,"The transparent jar makes it easy to find what you are looking for, regardless of where it is placed.",VARDAGEN,Jar with lid,Clear glass,0.3 l,images/objects/402.919.26.jpg
1353,003.069.20,"The mirror can be placed on a table or chest of drawers, or hung on the wall.",IKORNNES,Table mirror,Ash,27x40 cm,images/mirror/003.069.20.jpg
1354,003.069.20,"The mirror can be placed on a table or chest of drawers, or hung on the wall.",IKORNNES,Table mirror,Ash,27x40 cm,images/mirror/003.069.20.jpg
1355,802.170.72,1 extension leaf included.,INGATORP,Extendable table,Black,"110,155 cm",images/dining table/802.170.72.jpg
1356,802.170.72,1 extension leaf included.,INGATORP,Extendable table,Black,"110,155 cm",images/dining table/802.170.72.jpg
1357,603.034.81,Glass doors keep your favourite items free from dust but still visible.,MALSJ,Glass-door cabinet,Black stained,103x141 cm,images/objects/603.034.81.jpg
1358,603.074.79,"Suitable for use underneath your dining table, as the flat-woven surface makes it easy to pull out chairs and clean.",HOVSLUND,"Rug, low pile",Dark grey,160x230 cm,images/objects/603.074.79.jpg
1359,290.338.11,You get extra soft comfort and support because the thick cushion has a core of pocket springs and a top of cut foam and polyester fibres.,STOCKSUND,Three-seat sofa,"Nolhaga grey-beige,black,wood",Not known,images/couch/290.338.11.jpg
1360,290.338.11,You get extra soft comfort and support because the thick cushion has a core of pocket springs and a top of cut foam and polyester fibres.,STOCKSUND,Three-seat sofa,"Nolhaga grey-beige,black,wood",Not known,images/couch/290.338.11.jpg
1361,001.878.56,"Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings.",ARV,Bowl,White,15 cm,images/objects/001.878.56.jpg
1362,502.346.19,"Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings.",ARV,Plate,Grey,28 cm,images/objects/502.346.19.jpg
1363,702.395.88,"The glass has a large round bowl which helps the wines aromas and flavours to develop better, enhancing your experience of the drink.",RTTVIK,Red wine glass,Clear glass,35 cl,images/objects/702.395.88.jpg
1364,702.225.21,"The dense, thick pile dampens sound and provides a soft surface to walk on.",ALHEDE,"Rug, high pile",Off-white,160x240 cm,images/objects/702.225.21.jpg
1365,702.214.23,1 extension leaf included.,INGATORP,Extendable table,White,"155,215x87 cm",images/dining table/702.214.23.jpg
